raw,processed,label
produk2 sih standar.. service dan pengiriman super lamaaa.. stlh diterima barang ada yg tumpah; penyelesaian untuk komplain jg super lama,produk sih standar service dan kirim super lama telah terima barang ada yang tumpah selesai untuk komplain juga super lama,0
datang penyok semua kaleng nya. mungkin lain kali disumpal kertas soalnya tipis bubble wrap tidak melindungi. kerdus juga penyok semua.,datang penyok semua kaleng nya mungkin lain kali sumpal kertas soal tipis bubble wrap tidak lindung kerdus juga penyok semua,0
pesen 2 vixal; ada 1 yg tumpah atau bocor gitu dan cairan nya kena vaseline yg biasa dipake di mulut :(,pesan vixal ada yang tumpah atau bocor begitu dan cair nya kena vaseline yang biasa pakai di mulut,0
order tgl 26/10 sampai tgl 31/10... Luama bgt sampenya pdhal cuman ke Bandung. produk dan jumlah sesuai. packing baik.,order tanggal sampai tanggal luama banget sampenya padahal hanya ke bandung produk dan jumlah sesuai packing baik,0
Barang yg saya terima bocor; jd tutupnya retak dan tumpah sampe kardus2 yg saya terima. Isinya jg hy tinggal setengah kurang yg saya terima..,barang yang saya terima bocor jadi tutup retak dan tumpah sampai kardus yang saya terima isi juga hai tinggal tengah kurang yang saya terima,0
Sorry Unilever; but this time my experience with you is very disappointing. Harus di improve dari sisi pengiriman produk dalam kondisi baik.,maaf unilever but this time my experience with you is very disappointing harus di improve dari sisi kirim produk dalam kondisi baik,0
kurir toko ternyata yang dipakai eskpedisi wahana 🤣 pantes gak ada progresnya barang sudah dikirim sampai mana 😁 tulis aja pilihannya wahana gpp kok dan ternyata banyak yg complain pengiriman lama,kurir toko nyata yang pakai eskpedisi wahana pantas enggak ada progres barang sudah kirim sampai mana tulis saja pilih wahana tidak apa kok dan nyata banyak yang complain kirim lama,0
barang ketika sampai dalam keadaan pecah pembungkus nya; jadi kecap berantakan untung Kurirnya baik jadi langsung dibawa lagi tuk dikembalikan lama nunggu tidak ada pengganti pas cek ovo taunya uang sudah dikembalikan. kecewa banget sih,barang ketika sampai dalam ada pecah bungkus nya jadi kecap beranta untung kurir baik jadi langsung bawa lagi untuk kembali lama tunggu tidak ada ganti pas cek ovo tau uang sudah kembali kecewa banget sih,0
jumlah barang ternyata cuma 1 bukan twin seperti yg digambar,jumlah barang nyata cuma bukan twin seperti yang gambar,0
Tidak profesional Service buruk,tidak profesional service buruk,0
ada yg kesobek silet/ carter; jadinya buang 1 sachet; sudah membatu isi nya,ada yang sobek silet carter jadi buang sachet sudah batu isi nya,0
Sy order sameday tp brg nyampe di hr esoknya.... chats nanyain juga ga di jawab.,saya order sameday tapi bareng sampai di hari esok chats nanyain juga tidak di jawab,0
Mash kurang 1 lg,mash kurang lagi,0
lumayan barang tidak tumpah krn barang cair tp luar biasa lama pengirimannya,lumayan barang tidak tumpah karena barang cair tapi luar biasa lama kirim,0
kirimannya lama....lbh dr 1 minggu ,kirim lama lebih dari minggu,0
tdk sesuai pesanan ,tidak sesuai pesan,0
berharap dpt jersey barca dan bola barca cuma dpt kaos milo biasa,harap dapat jersey barca dan bola barca cuma dapat kaos milo biasa,0
proses dan pengiriman lambat,proses dan kirim lambat,0
dari 6 ada 5 yang kalengnya penyok. Kalo uda penyok gitu khan uda ngk steril lagi. di bubble wrap sih; dan wrapnya cukup tebal. tapi sampai di tempat saya kardusnya sudah seperti itu. Saya ngk tau kesalahannya di mana; tapi kecewa sih dari 6 yang kalengnya masih bagus cuma 1. yg 3 dibawah itu bentuk penyok nya sama di samping. semoga bisa diperbaiki lagi dikemudian hari. terima kasih.,dari ada yang kaleng penyok jika sudah penyok begitu kan sudah enggak steril lagi di bubble wrap sih dan wrapnya cukup tebal tapi sampai di tempat saya kardus sudah seperti itu saya enggak tahu salah di mana tapi kecewa sih dari yang kaleng masih bagus cuma yang bawah itu bentuk penyok nya sama di samping moga bisa baik lagi kemudi hari terima kasih,0
Sudah beberapa kali beli disini; respon bagus; packaging rapi; cepat sampai. Tapi kali ini kecewa. 1600ml 3 pouch di bubble wrap Jadi 1; ada yang pecah saat terima. Biasanya pouch 755ml aja di bungkus per 2 pouch. Sudah percaya sama seller jadi ndak video unboxing. ,sudah beberapa kali beli sini respon bagus packaging rapi cepat sampai tapi kali ini kecewa ml pouch di bubble wrap jadi ada yang pecah saat terima biasa pouch ml saja di bungkus per pouch sudah percaya sama seller jadi tidak video unboxing,0
Aku rindu wangi yg lama yg ini kurang tahan lama langsung ilang,saya rindu wangi yang lama yang ini kurang tahan lama langsung hilang,0
BOCOR .. GIMANA SIH PACKINGNYA KOK BISA BOCOR,bocor bagaimana sih packingnya kok bisa bocor,0
expired nya 31 mei 2020; beli 3 bungkus 120gr sdh dicoba ...bau tengik; apek; tekstur udah keras; rasa ga enak; udah ga berasa coklatnya; jadi semuanya ga bisa dimakan alias dibuaaaang....!,expired nya mei beli bungkus gara sudah coba bau tengik apek tekstur sudah keras rasa tidak enak sudah tidak asa coklat jadi semua tidak bisa makan alias buang,0
Beli botolnya ukuran 200ml dan refill nya 6 pcs. Uda sekian kalo beli di unilever tp baru kali ini ga dikirim pake box; cuma bubble wrap aja; dan refillnya ada yg bocor dong :(( gimana sih unilever? Kecewa banget!,beli botol ukur ml dan refill nya pcs sudah sekian jika beli di unilever tapi baru kali ini tidak kirim pakai box cuma bubble wrap saja dan refillnya ada yang bocor dong bagaimana sih unilever kecewa banget,0
Ga ngerti sih; setiap beli pas promo sahur selalu mengecewakan. Pesanan saya yang pertama dibatalin; terus pesanan yang ini bener-bener lama banget dikirimnya sampai saya kira bakal dibatalin lagi. Produk sih selalu bagus ya wajar official store kan tapi tolong dong pengiriman bisa ditingkatkan lagi.,tidak erti sih tiap beli pas promo sahur selalu kecewa pesan saya yang pertama dibatalin terus pesan yang ini benar benar lama banget kirim sampai saya kira bakal dibatalin lagi produk sih selalu bagus iya wajar official store kan tapi tolong dong kirim bisa tingkat lagi,0
Lamaaaaaaa banget sampenya,lama banget sampenya,0
harganya tiba tiba turun karena dikomen  turun harga.....,harga tiba tiba turun karena dikomen turun harga,0
penanganan sangat lama,tangan sangat lama,0
botolnya semua peyot,botol semua peyot,0
pengiriman lama sekali,kirim lama sekali,0
Saya pesenya bukan yg baru; yg di kirim versi gel,saya pese bukan yang baru yang di kirim versi gel,0
Pesen yg enchanting gold yg nyampe yg lain.,pesan yang enchanting gold yang sampai yang lain,0
Pengiriman dengan kurir toko sangat lama. Dipesan dan dibayar 9 Juli; diterima 18 juli; itupun TIDAK LENGKAP. Paling menyebalkan adalah admin yang gak bisa kasih estimasi kapan barang DIKIRIM (dikirim ya; bukan kapan sampai). Admin chat dan admin komplain gak ngobrol. Mungkin kebanyakan orang atau kebanyakan komplain. Too much hassle bolak balik chat. A company that probably thinks it’s too big to fail; online store-nya sloppy maksimal! Most likely my last time shopping here. Thinking of switching brands too. Yes it’s that disappointing!,kirim dengan kurir toko sangat lama pes dan bayar juli terima juli itu tidak lengkap paling sebal adalah admin yang enggak bisa kasih estimasi kapan barang kirim kirim iya bukan kapan sampai admin chat dan admin komplain enggak obrol mungkin banyak orang atau banyak komplain too much tertawa boleh bolak balik chat jadi orang company that probably thinks itu si too big tryout fail onlen store nya sloppy maksimal paling likely my last time shopping here thinking of switching brands too yes itu si that disappointing,0
saya pesan 7 pcs rinso cair uk 1;5 tapi di kirim hanya 1 pcs rinso cair,saya pesan pcs rinso cair uk tapi di kirim hanya pcs rinso cair,0
Barang sesuai; respon dan pengiriman sangat lambat,barang sesuai respon dan kirim sangat lambat,0
mangkoknya tidk sesuai dgn di poto.mangkoknya kecil buangggttt.,mangkok tidk sesuai dengan di poto mangkok kecil buangt,0
estimasi datang tgl 10-12; ini sampai tgl 15 baru datang..,estimasi datang tanggal ini sampai tanggal baru datang,0
pengemasannya bagus pakai bubble wrap tapi isinya bocor..sayang kebuang jadinya🤔,emas bagus pakai bubble wrap tapi isi bocor sayang buang jadi,0
lama banget datengnya hadeh,lama banget datengnya hadeh,0
Gmbnya molto 1x bilas yg dikirim molto biasa yg bkn 1x bilas. Yg jual tolong jgn nipu2 gini dong,gmbnya molto kali bilas yang kirim molto biasa yang bukan kali bilas yang jual tolong jangan tipu begini dong,0
sudah sampai tapi peyot semua kaleng nya,sudah sampai tapi peyot semua kaleng nya,0
banyak kaleng penyok padahal packing sudah bublewrap; apakah penyok sejak awal sebelum packing karena diarea pinggir packing tidak ada yg penyok. Sperti penyoknya dari sebelum di packaging. Tapi expiration date semua 2022. Tapi mostly bagus dan terbantu dg harga yg terjangkau; pengirimannya tolong diperbaiki ya? karena sdh asuransi plus nambah.,banyak kaleng penyok padahal packing sudah bublewrap apakah penyok sejak awal belum packing karena area pinggir packing tidak ada yang penyok seperti penyok dari belum di packaging tapi expiration date semua tapi mostly bagus dan bantu dengan harga yang jangkau kirim tolong baik iya karena sudah asuransi plus tambah,0
Barang sangat oke namun sangat disayangkan pengirimannya SANGAT LAMA. Setelah setiap hari complain selama 6 hari akhirnya diterima juga hari ini barangnya. Cek resi eh ternyata dr Unilever baru kirim barangnya ke ekspedisi kemarin… Lah 4 hari orderannya diapain?,barang sangat oke namun sangat sayang kirim sangat lama telah tiap hari complain lama hari akhir terima juga hari ini barang cek resi eh nyata dari unilever baru kirim barang ke ekspedisi kemarin lah hari order apa,0
barang yg di kirim kaleng ny penyok 5kaleng .... untung ajj ga bocor di jln ....,barang yang di kirim kaleng nya penyok kaleng untung saja tidak bocor di jalan,0
Mending beli di offline store lebih murah; mau di cancel nggak dibolehin.,lebih baik beli di oflen store lebih murah mau di batal tidak dibolehin,0
Barang salah kirim;  meskipun seller bertanggung jawab; tp saya pikir saya terima saja; lain kali mohon lebih teliti dlm pengiriman,barang salah kirim meski seller tanggung jawab tapi saya pikir saya terima saja lain kali mohon lebih teliti dalam kirim,0
kurirnya lama banget kirimnya seminggu lebih 👎,kurir lama banget kirim minggu lebih,0
yang datang ukuran nya tidak sesuai,yang datang ukur nya tidak sesuai,0
Bubblewrapnya tebal namun barang tidak disegel akhirnya bocor semua..adminnya fast respond sih👍🏻,bubblewrapnya tebal namun barang tidak segel akhir bocor semua adminnya fast respond sih,0
Produk sesuai; pengiriman sangat lama,produk sesuai kirim sangat lama,0
Pesan dari tgl 30 oct barang baru sampai di tanggal 5 nov..dari pengepakan sampai pengiriman harus sampai SATU MINGGU?,pesan dari tanggal oct barang baru sampai di tanggal nov dari epak sampai kirim harus sampai satu minggu,0
barang tiba selalu lama,barang tiba selalu lama,0
Saya membeli beberapa barang produk Unilever. Paket saya terima sesuai perkiraan rentang waktu. Packing sangat baik dengan bubble wrap.  Tapi khusus untuk 1 botol Molto Fabric Hygiene Spray (isi 2) tidak saya terima dg isi yg semestinya. 1 botol hanya terisi ⅓ saja. Botol tidak bocor dan kemasan tidak basah sama sekali..  Kecewa untuk Unilever 😔  Foto terlampir.,saya beli beberapa barang produk unilever paket saya terima sesuai kira rentang waktu packing sangat baik dengan bubble wrap tapi khusus untuk botol molto fabric hygiene spray isi tidak saya terima dengan isi yang mesti botol hanya isi saja botol tidak bocor dan kemas tidak basah sama sekali kecewa untuk unilever foto lampir,0
Pengiriman lama banget....1 minggu. Kedepannya bisa dipercepat ya,kirim lama banget minggu depan bisa cepat iya,0
Lamban sekali proses pemesanan dan pengiriman,lamban sekali proses mesan dan kirim,0
ini isinya kok makin lama jadi makin dikitt  banget... beratnya ringan..,ini isi kok makin lama jadi makin dikitt banget berat ringan,0
pengiriman dengan kurir toko ternyata sama saja dengan pengiriman ekspedisi regular; tau gt kan pake ekspedisi regular aja.. tanya di chat; cs-nya bales kaya robot :( untuk brand sebesar unilever ini mengecewakan,kirim dengan kurir toko nyata sama saja dengan kirim ekspedisi regular tahu begitu kan pakai ekspedisi regular saja tanya di chat cs nya balas kayak robot untuk brand besar unilever ini kecewa,0
ada yg bocor,ada yang bocor,0
Pake kurir anteraja seminggu baru di pick -_-“,pakai kurir anteraja minggu baru di pick,0
took more than 10 days for delivery; n e customer service won;t be able to give me a good answer.. just ask me to wait.. haha ... not going to buy from them any more.. n products r really too sweet for me..,took more tahan days untuk delivery dan e customer service won t be able tryout give me jadi orang good answer just ask me tryout wait tertawa belum going tryout buy dari them any more dan products r really too sweet untuk me,0
lama banget sampenya padahal ke Bogor doank; masa 5 hari,lama banget sampenya padahal ke bogor doang masa hari,0
Pengiriman nya aja yg lama,kirim nya saja yang lama,0
Pengiriman lama &amp; tracking tidak update,kirim lama amp tracking tidak update,0
Proses packing cukup lama; untung packingnya aman dann ga bocor2.,proses packing cukup lama untung packingnya aman dann tidak bocor,0
exp nya 14 Sep 2021; 34 hari lagi dari ssya terima barang; pantesan didiskon + Wipol power clean.  TQ Unilever.,exp nya sep hari lagi dari iya terima barang pantesan diskon wipol power clean thank you unilever,0
produk bagus; hanya saja dikirm dari seller sangat lama sekali; harusnya 3-5 hari pakai kurir toko tetapi 7hr kemudian br dikirim melalui kurir umum alhasil sampai ke saya lbh lama lagi. janji tidak sesuai. terima kasih,produk bagus hanya saja dikirm dari seller sangat lama sekali harus hari pakai kurir toko tetapi hari kemudian baru kirim lalu kurir umum alhasil sampai ke saya lebih lama lagi janji tidak sesuai terima kasih,0
Barang sesuai sayang lama dalam pengiriman 😥,barang sesuai sayang lama dalam kirim,0
Respon lama; proses lama.  Update pengiriman lama updatenya.  Paket dikirim dengan aman.  Tumpah dikit.  Thank. ,respon lama proses lama update kirim lama updatenya paket kirim dengan aman tumpah dikit thank,0
Dari 4 botol yg saya pesan; 2 botol bocor krn tutupnya tidak rapat. Padahal saya sudah ksh note agar tutup hrs tersegel rapat.,dari botol yang saya pesan botol bocor karena tutup tidak rapat padahal saya sudah kasih note agar tutup harus segel rapat,0
barang yg datang tdk lengkap alias kurang harus 6 pcs yg datang cuma 2 pcs. kapok belanja ditoko ini. official store tdk menjamin  ternyata. ,barang yang datang tidak lengkap alias kurang harus pcs yang datang cuma pcs kapok belanja toko ini official store tidak jamin nyata,0
barang tidak sampai; hilang di kurir anter aja,barang tidak sampai hilang di kurir antar saja,0
Produk bagus tapi harga tidak jauh berbeda dengan yang ditoko jika ditambahkan dengan ongkos kirim. Tapi Seller sangat bagus; responsive dan pengiriman yang cukup cepat dan benar. Terima kasih Unilever. ,produk bagus tapi harga tidak jauh beda dengan yang toko jika tambah dengan ongkos kirim tapi seller sangat bagus responsive dan kirim yang cukup cepat dan benar terima kasih unilever,0
packing dus longgar sehingga sobek terbuka dan 3 dari 6 klg agak penyok ,packing dus longgar sehingga sobek buka dan dari keluarga agak penyok,0
kiriman barang lama... karena alamat tidak ditulis lengkap saya pesan  4 barang dikenakan ongkir 20rb dimana kalo pesan 3 barang hanya kena ongkir 10rb barang yang saya terima cuma 3 pcs... dan saya jadinya dikenakan ongkir 20rb,kirim barang lama karena alamat tidak tulis lengkap saya pesan barang kena ongkos kirim ribu mana jika pesan barang hanya kena ongkos kirim ribu barang yang saya terima cuma pcs dan saya jadi kena ongkos kirim ribu,0
bintang 2 dlu mau nyamain sm yg di toko offline store; apa isinya sesuai; ini dinterima isinya kayanya kurang,bintang dulu mau sama sama yang di toko oflen store apa isi sesuai ini dinterima isi kayak kurang,0
pengiriman agak lama; pesan Minggu sampai dirumah hari Sabtu sesama Jabodetabek padahal,kirim agak lama pesan minggu sampai rumah hari sabtu sama jabodetabek padahal,0
pengiriman super lama. makan waktu hampir seminggu. produk barang sih lumayan bagus. hanya pengiriman saja yg terlalu lama. ,kirim super lama makan waktu hampir minggu produk barang sih lumayan bagus hanya kirim saja yang terlalu lama,0
Kardus paket packaging sangat buruk utk sekelas unilever; juga ada barang yang tidak dikirim; dicomplain malah membela diri; ga penting banget sih lo unilever; siapa sih yang bertanggung jawab soal ini; pecat aja ganti ga berkualitas sama sekali; toko official buruknya minta ampun; kalo gini terus siap2 dapat tsunami complain bertubi2; segera berbenah kalo otaknya masih jalan normal!!!,kardus paket packaging sangat buruk untuk kelas unilever juga ada barang yang tidak kirim dicomplain bahkan bela diri tidak penting banget sih kamu unilever siapa sih yang tanggung jawab soal ini pecat saja ganti tidak kualitas sama sekali toko official buruk minta ampun jika begini terus siap dapat tsunami complain tubi segera benah jika otak masih jalan normal,0
Masa bocor 1; rugi bgt saya. Paking nya jelas2 asal. Masa 3 bungkus paking jadi 1 di dteken bejek gt.,masa bocor rugi banget saya paking nya jelas asal masa bungkus paking jadi di dteken bejek begitu,0
kelamaan kirim paketnya...selalu begini klo belanja di official store yg toped..amit2 dah🤦‍♀️,lama kirim paket selalu begini kalau belanja di official store yang toped amit sudah,0
pengiriman lama dan ternyata tasnya yang didapat kecil banget...kirain gede seperti foto digambar...tapi untung ditambahin kopi 1 pcs...yah lumayan aja lah...gak bagus banget dan gak jelek banget...tengah² aja,kirim lama dan nyata tas yang dapat kecil banget ira gede seperti foto gambar tapi untung ditambahin kopi pcs ya lumayan saja lah enggak bagus banget dan enggak jelek banget tengah saja,0
Unilever sepertinya tidak siap masuk market place; service LAMAAAAAANYAAA MINTA AMPUUN pertama kali pesen pilih kurir toko; lamaaa juga nyampe nya; pesanan kedua pakai kurir instant sampai tepat waktu; pesanan ketigaa PARAHH BANGET; pas order mau pilih kurir instant lagi; tapi toko non aktifin kurir instant nya; mau ga mau pakai kurir biasa (ga pilih kurir toko karena kapok lama lagi); eehhhh malahh ga nyampe barangnyaa; order dari 24 Juli 2021; 03 Aug 2021 cek statusnya udah dibatalkan dan di refund; Terima kasih banyak Unilever sudah membuang waktu sayaa; TOP BANGET MEMANG 🤌🤌🤌,unilever seperti tidak siap masuk market place service lama minta ampun pertama kali pesan pilih kurir toko lama juga sampai nya pesan dua pakai kurir instant sampai tepat waktu pesan ketigaa parah banget pas order mau pilih kurir instant lagi tapi toko non aktifin kurir instant nya mau tidak mau pakai kurir biasa tidak pilih kurir toko karena kapok lama lagi eeh malahh tidak sampai barangnyaa order dari juli aug cek status sudah batal dan di refund terima kasih banyak unilever sudah buang waktu saya top banget memang,0
Dus/packing produk seperti rejectkan. Hampir 90% kecewa dengan produk2 promo di Indonesia. Pengiriman agak lama,dus packing produk seperti rejectkan hampir kecewa dengan produk promo di indonesia kirim agak lama,0
BARANG RUSAK; TOKO TIDAK MEMBERLI LABEL FRAGILE; PROSES KLAIM DARI TOKO LAMA; SANGAT BURUK,barang rusak toko tidak memberli label fragile proses klaim dari toko lama sangat buruk,0
Sesuai pesanan; sdh bbrp x beli disini tp pengiriman lamaaa; tolong perbaiki pengiriman agar  dipercpt.. thx ,sesuai pesan sudah beberapa kali beli sini tapi kirim lama tolong baik kirim agar dipercpt terimakasih,0
Tidak tertutup dengan baik shamponya. Bocor kemana manaa. Cukup banyak yg terbuang.,tidak tutup dengan baik shamponya bocor mana manaa cukup banyak yang buang,0
rasanya gak karuan baunya ga enak musti di campur susu lagi baru agak lumayan rasanya,rasa enggak karuan bau tidak enak mesti di campur susu lagi baru agak lumayan rasa,0
Proses pengirimannya lama banget!!  di aplikasi sih langsung di proses; bahkan statusnya menunggu kurir..tapi kenyataannya tidak sama sekali; ternyata blm di proses sama sekali..nunggu 3 - 7 hari kerja; buat yg BURU2 saya sarankan JANGAN ORDER DISINI !  Buat seller; tolong di info cust nya; di tulis di caption bahwa dari proses order sampe pengiriman butuh 3 - 7 hari kerja; jadi cust yg butuh cepat bisa mikir 2x utk order!,proses kirim lama banget di aplikasi sih langsung di proses bahkan status tunggu kurir tapi nyata tidak sama sekali nyata belum di proses sama sekali tunggu hari kerja buat yang buru saya saran jangan order sini buat seller tolong di informasi cust nya di tulis di caption bahwa dari proses order sampai kirim butuh hari kerja jadi cust yang butuh cepat bisa mikir kali untuk order,0
Nomor order 1209985277; pesen 9 dark 9 black; yang datang 12 dark; 6 black. Dari 6 black; 1 black bocor. Packing tanpa bubble warp; cuma dikasih airplus doank. Padahal biasanya pake bubble wrap. Yang packing beda orang kah? ,nomor order pesan dark black yang datang dark black dari black black bocor packing tanpa bubble warp cuma kasih airplus doang padahal biasa pakai bubble wrap yang packing beda orang kah,0
bayar tgl 30 Maret;  barang tiba tgl 7 April 😊,bayar tanggal maret barang tiba tanggal april,0
cairan sunlightnya agak keruh/tdk bening; berbeda dg yg uk 780ml biasanya bening,cair sunlightnya agak keruh tidak bening beda dengan yang uk ml biasa bening,0
pengiriman lama pk kurir toko; 10 hr dr check out...Utg ga di pk buru2...Klu barang2nya ok sesuai orderan...,kirim lama jahat kelamin kurir toko hari dari check out utg tidak di jahat kelamin buru kalau barang nya ok sesuai order,0
kaleng pada penyok (di buble wrap jadi 1). kelihatan nya fast response.. langsung chat dibalas.. setelah itu disuruh tunggu keputusan.. sampai barang terlepas otomatis.. juga belum dikasih keputusan.. parah puol cs nya..,kaleng pada penyok di buble wrap jadi lihat nya fast response langsung chat balas telah itu suruh tunggu putus sampai barang lepas otomatis juga belum kasih putus parah puol cs nya,0
Kenapa yang dikirim beda?,kenapa yang kirim beda,0
maap ya bintang 1 karna dari 6 botol yang 4 botol penyok🙏,maaf iya bintang karena dari botol yang botol penyok,0
pengiriman lambat ; setelah di lacak dari kurir pengiriman cepat tapi dari seler ke kurirnya lambat,kirim lambat telah di lacak dari kurir kirim cepat tapi dari seler ke kurir lambat,0
jumlah barang tidak sesuai pesanan,jumlah barang tidak sesuai pesan,0
botolnya ga bening y; saya punya bening jd keliatan isinya,botol tidak bening ya saya punya bening jadi lihat isi,0
pengiriman lama bangett,kirim lama banget,0
sudah komplain kekurangan barang ternyata ditolak;  kurang sebanyak 3 barang; nggk berkah tuh keuntungannya; pembeli jadinya mengalami kerugian. padahal official store tapi nggk teliti dalam mengirimkan barang.,sudah komplain kurang barang nyata tolak kurang banyak barang enggak berkah itu untung beli jadi alami rugi padahal official store tapi enggak teliti dalam kirim barang,0
Official pelayanan kek amatiran; TNG-JKT 7 hari pengiriman njir. Lama bgt woiii.. Kalo butuh cepet mending jgn beli disini deh; beli karena cashback mayan aja ini mah. Dah cukup tau aja,official layan kayak amatir tng jakarta hari kirim anjir lama banget woi jika butuh cepat lebih baik jangan beli sini deh beli karena cashback lumayan saja ini mah sudah cukup tahu saja,0
Produk bocor; dalamnya sudah basah,produk bocor dalam sudah basah,0
Pesanan 10 pcs cuma dikirim 8 pcs,pesan pcs cuma kirim pcs,0
Pengirimannya lama banget,kirim lama banget,0
BOCOR.................................................................................... tumpah semua..........................................,bocor tumpah semua,0
Pengiriman super lambat!!! produk diterima penyok.. semoga saja masih aman untuk dikonsumsi.,kirim super lambat produk terima penyok moga saja masih aman untuk konsumsi,0
packing ngasal; barang bocor,packing ngasal barang bocor,0
barang sesuai tetapi pengiriman dengan kurir toko lama sekali dan tidak bisa dilacak..,barang sesuai tetapi kirim dengan kurir toko lama sekali dan tidak bisa lacak,0
jujur uda suka pake tapi kzl bgt kmrn mengajukan pembatalan ga diokein padahal tetep mau beli cuma mau ganti cashback doang,jujur sudah suka pakai tapi kzl banget kemarin aju batal tidak diokein padahal tetap mau beli cuma mau ganti cashback doang,0
Slow respond; slow confirm; slow process; lama dikirim ke kurir,slow respond slow confirm slow proce lama kirim ke kurir,0
kecapnya bocor; sayang bgt jadinya,kecap bocor sayang banget jadi,0
Barang original; pengiriman lama padahal toko official..,barang original kirim lama padahal toko official,0
Pengemasannya kurang bagus jadi ada yg pecah &amp; tumpah,emas kurang bagus jadi ada yang pecah amp tumpah,0
diterima dng kondisi barang lumayan hancur gak tau dr seller nya atau jasa pengiriman nya. barang dipacking dng bubble wrap lalu kardus tp barang penyok2 gak karuan,terima dengan kondisi barang lumayan hancur enggak tahu dari seller nya atau jasa kirim nya barang dipacking dengan bubble wrap lalu kardus tapi barang penyok enggak karuan,0
Pengiriman ya lama ,kirim iya lama,0
Pengiriman ampe 4hari,kirim sampai hari,0
botolnya isinya setengah mana bocor lagi,botol isi tengah mana bocor lagi,0
Barang sesuai deskripsi; mantap...,barang sesuai deskripsi mantap,0
Pesan tgl 28 Juni baru sampai hari ini tgl 5 Juli :( proses pengemasan dan pengiriman nya lamaa bgt ga sperti biasa,pesan tanggal juni baru sampai hari ini tanggal juli proses emas dan kirim nya lamaa banget tidak seperti biasa,0
lamaaaaa sampenya sampai seminggu,lama sampenya sampai minggu,0
Tidak ada masalah dengan produknya. Hanya proses pengirimannya sangat lama. Order tgl 2; br sampai tgl 9 July. Luar biasa utk perusahaan selevel Unilever. Jika mmg tidak siap melayani online dan orderan retail yg membludak; bisa dicantumkan notifikasi ke customer retail - pengiriman Lama! Baru kali ini pesan ke official store dan sangat mengecewakan.,tidak ada masalah dengan produk hanya proses kirim sangat lama order tanggal baru sampai tanggal july luar biasa untuk usaha level unilever jika memang tidak siap layan onlen dan order retail yang membludak bisa cantum notifikasi ke customer retail kirim lama baru kali ini pesan ke official store dan sangat kecewa,0
pengiriman terlalu lama (1 minggu setelah order; brg baru sampai. o iy; sy tertipu istilah kurir toko; yg sy pikir bisa nganter cepat; ternyata yg dimaksudkan adlh Ekspedisi wahana,kirim terlalu lama minggu telah order bareng baru sampai o iya saya tipu istilah kurir toko yang saya pikir bisa nganter cepat nyata yang maksud adalah ekspedisi wahana,0
Pengirimannya juara sih..butuh 1 minggu buat sampe padahal di jkt jg;barang jg ada yg bocor 1. Ga bakal order lg disini klo butuh cepet.,kirim juara sih butuh minggu buat sampai padahal di jakarta juga barang juga ada yang bocor tidak bakal order lagi sini kalau butuh cepat,0
barangnya sih ga diragukan  tapi lamanya itu lohhhhhhhhhh beli tgl 7 april sampai tanggal 13 april malem pula.. harga klo dibanding sama supermaket lbh murah dikit... tapi klo mau cari yang jauh lebih murah lagi bisa kalo mau nyari. aga2 nyesel beli disini padahal official store,barang sih tidak ragu tapi lama itu loh beli tanggal april sampai tanggal april malam pula harga kalau banding sama supermaket lebih murah dikit tapi kalau mau cari yang jauh lebih murah lagi bisa jika mau cari aga sesal beli sini padahal official store,0
wanginya kurang enak,wangi kurang enak,0
dari 20 kaleng yg sama sekali tidak ada yg penyok hanya 1,dari kaleng yang sama sekali tidak ada yang penyok hanya,0
semoga duit tidak halal yg diterima toko ini; tidak mencelakakan toko ini,moga duit tidak halal yang terima toko ini tidak celaka toko ini,0
Diiklan ditis detergen cair tp yg dikirim detergen bubuk... mana pengirimannya luamaaaa bgt.... saya terlanjur klik selesai... tanpa liat lg isi kiriman,iklan tis detergen cair tapi yang kirim detergen bubuk mana kirim luama banget saya lanjur klik selesai tanpa lihat lagi isi kirim,0
Barang tidak dikirim sudah saya komplain dan sudah direfund,barang tidak kirim sudah saya komplain dan sudah direfund,0
Produk bocor saat diterima. Sudah mengajukan komplain namun solusi yg diberikan juga tidak menyelesaikan masalah.,produk bocor saat terima sudah aju komplain namun solusi yang beri juga tidak selesai masalah,0
wanginya agak aneh,wangi agak aneh,0
kalian ini official store; seharusnya aware dengan urusan packaging dll; lihat sampai tumpah tumpah kaya gini?,kalian ini official store harus aware dengan urus packaging dan lain lihat sampai tumpah tumpah kayak begini,0
BARANG RUSAK; TOKO TIDAK MEMBERLI LABEL FRAGILE; PROSES KLAIM DARI TOKO LAMA; SANGAT BURUK,barang rusak toko tidak memberli label fragile proses klaim dari toko lama sangat buruk,0
BELI PEPSODENT PAKET 4 PCS TAPI YG DIKIRIM 2; DI COMPLAIN MALAH MINTA VIDEO UNBOXING. GUE TAU ISINYA KURANG KARNA GUE BUKA PAKETNYA! WEY KALO GUE TAU ISI PAKETNYA KURANG UDAH GUE BUAT VIDEO DARI AWAL!!,beli pepsodent paket pcs tapi yang kirim di complain bahkan minta video unboxing aku tahu isi kurang karena aku buka paket wey jika aku tahu isi paket kurang sudah aku buat video dari awal,0
barang yg di terima tidak sesuai,barang yang di terima tidak sesuai,0
